node	file	split	source	url	licence	licence_receipt	parent	title	sha256	bytes	band	role	src1	src2	cut_end	cut_k	cut_span	share	glue_order	paras	runes
minsk-belarusian	excerpt-108.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%90%D0%B7%D0%B0%D1%80%D1%82%D0%BD%D0%B0%D1%8F_%D0%B3%D1%83%D0%BB%D1%8C%D0%BD%D1%8F	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q11416.md	Азартная гульня	ad7190294eca947a41f7c4b15f61ccd20b60ed45fcef1b4621be5e6027c62f29	1811	s	donor	excerpt-108.txt		tail	1	3-3	0.5689		1	966
minsk-belarusian	excerpt-109.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%A4%D1%80%D0%B0%D0%BD%D1%86_%D0%A8%D1%83%D0%B1%D0%B5%D1%80%D1%82	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7312.md	Франц Шуберт	24112086a52d2a7a21aab2e99c3d81a155ea7bb69cc5cf6a78ae6f6fd282c126	2903	m	keep	excerpt-109.txt							5	1514
minsk-belarusian	excerpt-110.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%A4%D1%80%D0%B0%D0%BD%D1%86_%D0%A8%D1%83%D0%B1%D0%B5%D1%80%D1%82	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7312.md	Франц Шуберт	774fee0d82d8096068502edb9a8659f9b602dc1c05e82c65746b4a13ff6121d2	719	s	donor	excerpt-110.txt		head	1	1-1	0.1948		1	378
minsk-belarusian	excerpt-111.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%90%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q3968.md	Алгебра	e4e629927ed2c2d15b3b75720cb5f0d939ad70d8e26476644f83086eba012838	5259	l	receiver	excerpt-111.txt	excerpt-140.txt	head	2	1-2	0.2805	remainder	11	2752
minsk-belarusian	excerpt-112.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%90%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q3968.md	Алгебра	c5b75aee008b5e8cc9dfb00c97813e8380d45b2d1911b473171e15e1d914758b	5225	l	receiver	excerpt-112.txt	excerpt-141.txt	tail	1	3-3	0.4736	receiver	4	2744
minsk-belarusian	excerpt-113.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B4%D0%B7%D1%8C	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q753.md	Медзь	a633fa99f8a75cec114fe27d54d3d035e2c6fdc02296129470d6f5dd5d27649a	4965	l	receiver	excerpt-113.txt	excerpt-114.txt	tail	3	5-7	0.2896	receiver	10	2611
minsk-belarusian	excerpt-114.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9D%D0%B0%D0%B2%D1%83%D0%BA%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q336.md	Навука	e76c4272a4172533e8186bb6928ad263341107f8ae0c2f905734fb1f0f174e91	851	s	donor	excerpt-114.txt		tail	3	5-7	0.2896		3	445
minsk-belarusian	excerpt-115.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9D%D0%B0%D0%B2%D1%83%D0%BA%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q336.md	Навука	8e0d50a628b52f0a9b2d7544d420072a803a43054e69f8b6de525b25ea7682d7	3797	m	keep	excerpt-115.txt							4	2006
minsk-belarusian	excerpt-116.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%93%D0%B0%D0%BC%D0%B5%D1%80	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q6691.md	Гамер	151176aa169d789199d3f88fb197d057f75c54e6142f8f47864d5bf56d288c4b	1043	s	donor	excerpt-116.txt		head	1	1-1	0.2524		1	551
minsk-belarusian	excerpt-117.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%93%D0%B0%D0%BC%D0%B5%D1%80	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q6691.md	Гамер	88df5475a0a1ebcea06683173e781adb431f8ebc16db2edcd83e32853912a4dc	4473	l	receiver	excerpt-117.txt	excerpt-108.txt	tail	1	3-3	0.5689	receiver	7	2353
minsk-belarusian	excerpt-118.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B4_(%D0%BC%D1%83%D0%B7%D1%8B%D0%BA%D0%B0)	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q731978.md	Лад (музыка)	3219baedc45f2f78a621cad3528015141890b73eb1811e4b0360925959024d6b	3171	m	keep	excerpt-118.txt							2	1655
minsk-belarusian	excerpt-119.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B4_(%D0%BC%D1%83%D0%B7%D1%8B%D0%BA%D0%B0)	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q731978.md	Лад (музыка)	c3c3fabd0135262b139d94a37c0251d79acd5d5597c7177fd1605175d9831be0	3064	m	keep	excerpt-119.txt							2	1594
minsk-belarusian	excerpt-120.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%A1%D0%BA%D1%80%D1%8B%D0%BF%D0%BA%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q8355.md	Скрыпка	70473b443333d1acb60a2fad1819761e65f7ec4a0ab1b4801a64fce75341dfaf	3280	m	keep	excerpt-120.txt							4	1732
minsk-belarusian	excerpt-121.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%A4%D1%91%D0%B4%D0%B0%D1%80_%D0%9C%D1%96%D1%85%D0%B0%D0%B9%D0%BB%D0%B0%D0%B2%D1%96%D1%87_%D0%94%D0%B0%D1%81%D1%82%D0%B0%D0%B5%D1%9E%D1%81%D0%BA%D1%96	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q991.md	Фёдар Міхайлавіч Дастаеўскі	4c40e669976c9d5988e59fe917fe7cae90f31c994aedafc7a45549791620ee68	6168	l	receiver	excerpt-121.txt	excerpt-135.txt	tail	1	7-7	0.3432	receiver	10	3153
minsk-belarusian	excerpt-122.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BB%D1%96%D1%82%D1%8B%D0%BA%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7163.md	Палітыка	d5d53ac048584840e1b4e48348cfe695772c2947dff3d77e9571ed9084e915a8	3086	m	keep	excerpt-122.txt							5	1600
minsk-belarusian	excerpt-123.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BB%D1%96%D1%82%D1%8B%D0%BA%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7163.md	Палітыка	3de3e8304456bfba605f7662ae935d26281f2e80c28f5798bf16ab04065a67e6	5415	l	receiver	excerpt-123.txt	excerpt-125.txt	head	1	1-1	0.3449	receiver	16	2770
minsk-belarusian	excerpt-124.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BD%D0%B0%D1%80%D1%85%D1%96%D1%8F	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7269.md	Манархія	62450636ad5f7f4c8a0e6b1ec5306e93a21f0b815df98cf6e3dd8ce467c98e41	6189	l	receiver	excerpt-124.txt	excerpt-134.txt	head	1	1-1	0.2887	receiver	9	3182
minsk-belarusian	excerpt-125.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BD%D1%82%D0%B0%D1%82%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q174873.md	Кантата	88b4c7c586212a073f0e7b1359c66368c62fb427219b472225c2abd191260af8	987	s	donor	excerpt-125.txt		head	1	1-1	0.3449		1	517
minsk-belarusian	excerpt-126.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%90%D1%81%D0%B0%D1%86%D1%8B%D1%8F%D1%86%D1%8B%D1%8F_%D0%B4%D0%B7%D1%8F%D1%80%D0%B6%D0%B0%D1%9E_%D0%9F%D0%B0%D1%9E%D0%B4%D0%BD%D1%91%D0%B2%D0%B0-%D0%A3%D1%81%D1%85%D0%BE%D0%B4%D0%BD%D1%8F%D0%B9_%D0%90%D0%B7%D1%96%D1%96	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7768.md	Асацыяцыя дзяржаў Паўднёва-Усходняй Азіі	2cb83c3d1a37b453e35aa4d72a106033ea687cda4b9845bc2974adb8e9bd3fbd	7710	l	receiver	excerpt-126.txt	excerpt-102.txt	head	1	1-1	0.3723	receiver	7	3971
minsk-belarusian	excerpt-127.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%90%D1%81%D0%B0%D1%86%D1%8B%D1%8F%D1%86%D1%8B%D1%8F_%D0%B4%D0%B7%D1%8F%D1%80%D0%B6%D0%B0%D1%9E_%D0%9F%D0%B0%D1%9E%D0%B4%D0%BD%D1%91%D0%B2%D0%B0-%D0%A3%D1%81%D1%85%D0%BE%D0%B4%D0%BD%D1%8F%D0%B9_%D0%90%D0%B7%D1%96%D1%96	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7768.md	Асацыяцыя дзяржаў Паўднёва-Усходняй Азіі	b8240f68f8235dc601c4dc3b851d0adc16c4f8c826888907d6dda1abae99c106	8871	l	receiver	excerpt-127.txt	excerpt-130.txt	tail	1	3-3	0.4781	remainder	4	4583
minsk-belarusian	excerpt-128.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9D%D0%B0%D0%B3%D1%96%D0%B1_%D0%9C%D0%B0%D1%85%D1%84%D1%83%D0%B7	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7176.md	Нагіб Махфуз	8f647d1a783fd5b32dbb018214458b4d5d38f81b62896a212878d8bc2c1b3536	3336	m	keep	excerpt-128.txt							3	1771
minsk-belarusian	excerpt-129.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9D%D0%B0%D0%B3%D1%96%D0%B1_%D0%9C%D0%B0%D1%85%D1%84%D1%83%D0%B7	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7176.md	Нагіб Махфуз	2366ff2e04bc727739401250fc007c4e0193bf48b627427dcca425411395347c	5890	l	receiver	excerpt-129.txt	excerpt-136.txt	tail	1	3-3	0.3052	receiver	6	3094
minsk-belarusian	excerpt-130.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%86%D0%BD%D0%B4%D1%8B%D1%8F	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q668.md	Індыя	4cf020dc945a224bfdaecfea8e52a25ed296b81610a525b57595af7f51edd152	1792	s	donor	excerpt-130.txt		tail	1	3-3	0.4781		1	940
minsk-belarusian	excerpt-131.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%86%D0%BD%D0%B4%D1%8B%D1%8F	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q668.md	Індыя	845641c3d79ee687efc7ceb123eb14a46d160425227e90cff1bc52b54175f29a	742	s	donor	excerpt-131.txt		head	1	1-1	0.2240		1	379
minsk-belarusian	excerpt-132.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BD%D0%B4%D1%8D%D0%BD%D1%81%D0%B0%D1%82%D0%B0%D1%80	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q5322.md	Кандэнсатар	3d0a7d74ab5660c3efb33332844f6b3710d2cc07f8b79c98e96b06edf30d9248	4972	l	receiver	excerpt-132.txt	excerpt-146.txt	head	2	1-2	0.3735	receiver	8	2642
minsk-belarusian	excerpt-133.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BD%D0%B4%D1%8D%D0%BD%D1%81%D0%B0%D1%82%D0%B0%D1%80	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q5322.md	Кандэнсатар	d0d9ea3c91c4b9142c3c08897428500efa3fa1fd14d2f2c7b1757b2d033c2811	3592	m	keep	excerpt-133.txt							3	1885
minsk-belarusian	excerpt-134.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B4%D1%8B%D1%86%D1%8B%D0%BD%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q11190.md	Медыцына	dd6e7333c6aad662e96afbc6b183bcf023fb3980f41592995c295a12d65de9cf	1282	s	donor	excerpt-134.txt		head	1	1-1	0.2887		1	675
minsk-belarusian	excerpt-135.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9A%D1%83%D0%B1%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q241.md	Куба	11695921f1bf3520e30ea25659653042d5d617f73e795cecc44e55c8b91c76eb	1335	s	donor	excerpt-135.txt		tail	1	7-7	0.3432		1	684
minsk-belarusian	excerpt-136.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9A%D1%83%D0%B1%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q241.md	Куба	58dafe93075696d07cfec463f2dc8d70e95fd39ddb5345dc06adfdc95b33a6c4	1041	s	donor	excerpt-136.txt		tail	1	3-3	0.3052		1	532
minsk-belarusian	excerpt-137.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%A3%D1%80%D0%B0%D0%BD_(%D0%BF%D0%BB%D0%B0%D0%BD%D0%B5%D1%82%D0%B0)	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q324.md	Уран (планета)	8d731e5f801c1d6e099cdf4919485e9acf95855f8accd38bf832d7cda62bc135	5856	l	receiver	excerpt-137.txt	excerpt-148.txt	head	1	1-1	0.2488	receiver	5	3060
minsk-belarusian	excerpt-138.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%90%D1%9E%D1%81%D1%82%D1%80%D0%B0%D0%BB%D1%96%D1%8F	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q408.md	Аўстралія	d36ae648015fb3aa13654c7ab564016496b437b03e95e58adbf3d545dfc1cf5b	3275	m	keep	excerpt-138.txt							4	1704
minsk-belarusian	excerpt-139.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%90%D1%9E%D1%81%D1%82%D1%80%D0%B0%D0%BB%D1%96%D1%8F	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q408.md	Аўстралія	285ee93e435258a7f6d4685788b84ccf34a5ec0da2b982628b052bd0189a46d5	3642	m	keep	excerpt-139.txt							5	2052
minsk-belarusian	excerpt-140.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BD%D1%82%D1%8D%D0%BE%D0%BD_(%D0%A0%D1%8B%D0%BC)	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q99309.md	Пантэон (Рым)	cb044e2a28aa71e48e4f3e4d6f12544d8eda66862887e3245f361e3617f1206e	851	s	donor	excerpt-140.txt		head	2	1-2	0.2805		2	452
minsk-belarusian	excerpt-141.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9B%D1%83%D1%96_%D0%90%D1%80%D0%BC%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B3	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q1779.md	Луі Армстранг	b45a97c30d56ad0ed6edfcfb65154240e8093efa924727b3d3069a293cd77a99	1893	s	donor	excerpt-141.txt		tail	1	3-3	0.4736		1	998
minsk-belarusian	excerpt-142.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9B%D1%83%D1%96_%D0%90%D1%80%D0%BC%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B3	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q1779.md	Луі Армстранг	088ada1250a1032f976e7b01a19e7ab21130dc5f861cfccd81a1946cf5430809	2997	m	keep	excerpt-142.txt							1	1600
minsk-belarusian	excerpt-143.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B5%D1%86%D1%8B%D1%8F%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F_%D1%82%D1%8D%D0%BE%D1%80%D1%8B%D1%8F_%D0%B0%D0%B4%D0%BD%D0%BE%D1%81%D0%BD%D0%B0%D1%81%D1%86%D1%96	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q11455.md	Спецыяльная тэорыя адноснасці	83a78c7d34c87ae407749a91cc51cb29539341509bbf179af8606b87542f3fa7	1110	s	donor	excerpt-143.txt		head	4	1-4	0.3184		4	579
minsk-belarusian	excerpt-144.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B5%D1%86%D1%8B%D1%8F%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F_%D1%82%D1%8D%D0%BE%D1%80%D1%8B%D1%8F_%D0%B0%D0%B4%D0%BD%D0%BE%D1%81%D0%BD%D0%B0%D1%81%D1%86%D1%96	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q11455.md	Спецыяльная тэорыя адноснасці	97c99a2b60216a5c9bdc0d711d9efb827af8cc929f4855ceaffc24f83792c470	3345	m	keep	excerpt-144.txt							6	1763
minsk-belarusian	excerpt-145.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D1%81	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q111.md	Марс	7b56df9cdce2dfe7d9545d4108887d39b95c034a8b74e6093091126bc8b7f14d	3766	m	keep	excerpt-145.txt							6	1893
minsk-belarusian	excerpt-146.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D1%81	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q111.md	Марс	79ed659c945f904d46dad6e37272aec709340a61a49f94d630ad08e3a63c7d08	1265	s	donor	excerpt-146.txt		head	2	1-2	0.3735		2	671
minsk-belarusian	excerpt-147.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%A5%D0%B0%D0%BD%D1%81_%D0%9A%D1%80%D1%8B%D1%81%D1%86%D1%96%D1%8F%D0%BD_%D0%90%D0%BD%D0%B4%D1%8D%D1%80%D1%81%D0%B5%D0%BD	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q5673.md	Ханс Крысціян Андэрсен	dc717a1111aa91b160bba74e76d91699914117b276bdaf617c44084878b0f6ef	5458	l	receiver	excerpt-147.txt	excerpt-131.txt	head	1	1-1	0.2240	receiver	6	2831
minsk-belarusian	excerpt-148.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%A5%D0%B0%D0%BD%D1%81_%D0%9A%D1%80%D1%8B%D1%81%D1%86%D1%96%D1%8F%D0%BD_%D0%90%D0%BD%D0%B4%D1%8D%D1%80%D1%81%D0%B5%D0%BD	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q5673.md	Ханс Крысціян Андэрсен	9a13a6ef610503974904f48d4f3232bd1e39e1fde8e81568449a1f07ddfed45d	788	s	donor	excerpt-148.txt		head	1	1-1	0.2488		1	424
minsk-belarusian	excerpt-149.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%A0%D1%83%D1%81%D0%BA%D0%B0%D1%8F_%D0%BC%D0%BE%D0%B2%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7737.md	Руская мова	639967e7127e5afc0041a111aae3b893361737027b536208a5dc08a2f995bd44	3463	m	keep	excerpt-149.txt							4	1807
minsk-belarusian	excerpt-150.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%A0%D1%83%D1%81%D0%BA%D0%B0%D1%8F_%D0%BC%D0%BE%D0%B2%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7737.md	Руская мова	1a1bc487309b6406895484195543ac7558efba6c4433e50280764d09d593404d	3358	m	keep	excerpt-150.txt							3	1781
vilnius-belarusian	excerpt-001.txt	compile	be_x_oldwiki Cirrus dump (Wikipedia)		CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q159.md	Расея	638bbcd7ee4796347612a0529ca0bee189d744fac20ab5f56ca5e4d753bc3839	3037	m	keep	excerpt-001.txt							15	1572
vilnius-belarusian	excerpt-002.txt	compile	be_x_oldwiki Cirrus dump (Wikipedia)		CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q159.md	Расея	be27307388d3deb20126b35108d7a3f62afa19e14379b8a7970e9afbc6988f84	866	s	donor	excerpt-002.txt		head	2	1-2	0.2938		2	459
vilnius-belarusian	excerpt-003.txt	compile	be_x_oldwiki Cirrus dump (Wikipedia)		CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q11382.md	Закон захаваньня энэргіі	2570ae875cdce42a2ea88135598fe8203c5abfc141b9be255075acd96876f859	5013	l	receiver	excerpt-003.txt	excerpt-002.txt	head	2	1-2	0.2938	remainder	24	2623
vilnius-belarusian	excerpt-004.txt	compile	be_x_oldwiki Cirrus dump (Wikipedia)		CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q5465.md	Кейптаўн	10bc9897adc81b8ea5c6e7564e6927d799c21bcc361651e559683bd636d4c0dd	2931	m	keep	excerpt-004.txt							14	1541
vilnius-belarusian	excerpt-005.txt	compile	be_x_oldwiki Cirrus dump (Wikipedia)		CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q5465.md	Кейптаўн	1ed94b2e2219365b1b50e02133e8b64b5de69c6bed68c77bb96affda2be01653	993	s	donor	excerpt-005.txt		head	5	1-5	0.3162		5	510
vilnius-belarusian	excerpt-006.txt	compile	be_x_oldwiki Cirrus dump (Wikipedia)		CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q8006.md	Акіра Курасава	2faaa3c6ae296ec620dd432809fe01a7355bc26fba1ce0600d1622c6201c4c70	2964	m	keep	excerpt-006.txt							10	1568
vilnius-belarusian	excerpt-007.txt	compile	be_x_oldwiki Cirrus dump (Wikipedia)		CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q8006.md	Акіра Курасава	b8d836811840c0f93890ed590314bd1e4b2eca80d2460a80708dbf275ce34314	3264	m	keep	excerpt-007.txt							9	1685
vilnius-belarusian	excerpt-008.txt	compile	be_x_oldwiki Cirrus dump (Wikipedia)		CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q9381.md	Адам Сьміт	294a809701fc88ea890f4cc3eb2cad8b4bbf4f5e09ac684e569bb37a489721fa	2943	m	keep	excerpt-008.txt							13	1526
vilnius-belarusian	excerpt-009.txt	compile	be_x_oldwiki Cirrus dump (Wikipedia)		CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q9381.md	Адам Сьміт	8b61b45b8f0d90f78465fd735c1ec98f43a57c32065da9167034f27670822cbb	3225	m	keep	excerpt-009.txt							9	1699
vilnius-belarusian	excerpt-010.txt	compile	be_x_oldwiki Cirrus dump (Wikipedia)		CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q128593.md	Рэінкарнацыя	5ac25118f0819f44b021b32931fb248f38be8568876c51f9dc51bba41ac8947b	2913	m	keep	excerpt-010.txt							10	1538
vilnius-belarusian	excerpt-011.txt	compile	be_x_oldwiki Cirrus dump (Wikipedia)		CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q128593.md	Рэінкарнацыя	037124faf8d1f3734885dc5a152daef287f1c0799e8896e9ee5d57f38989a8c3	977	s	donor	excerpt-011.txt		head	4	1-4	0.3025		4	524
vilnius-belarusian	excerpt-012.txt	compile	be_x_oldwiki Cirrus dump (Wikipedia)		CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q8441.md	Мужчына	70b5245d43b0c8452d49a3b4013e589fb9a596d4f92820c54a8c65e3a7b3184c	3093	m	keep	excerpt-012.txt							14	1611
vilnius-belarusian	excerpt-013.txt	compile	be_x_oldwiki Cirrus dump (Wikipedia)		CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q8441.md	Мужчына	986834f32442531e7cdc63e3a0d1ce0a50693f7352ec7a4ac074ccd47d816ded	5033	l	receiver	excerpt-013.txt	excerpt-017.txt	tail	5	11-15	0.2871	receiver	22	2641
vilnius-belarusian	excerpt-014.txt	compile	be_x_oldwiki Cirrus dump (Wikipedia)		CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q5673.md	Ганс Крыстыян Андэрсэн	860102aeb489c709cd41d9197456d7ac7afc10bb6e9fe3dfebefc7b8ea69829e	5108	l	receiver	excerpt-014.txt	excerpt-096.txt	head	3	1-3	0.2900	remainder	24	2659
vilnius-belarusian	excerpt-015.txt	compile	be_x_oldwiki Cirrus dump (Wikipedia)		CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q5673.md	Ганс Крыстыян Андэрсэн	5a37627c5d6d34c23d0f7b4982186fabfd51a4a8beb263e4c92ba28b984285ef	3118	m	keep	excerpt-015.txt							14	1629
vilnius-belarusian	excerpt-016.txt	compile	be_x_oldwiki Cirrus dump (Wikipedia)		CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q9372.md	Сыма Цянь	719161a0184e2ebe173b3fe554bae13f5de8b0e2963be04fa6beb8b64e00a227	3159	m	keep	excerpt-016.txt							17	1651
vilnius-belarusian	excerpt-017.txt	compile	be_x_oldwiki Cirrus dump (Wikipedia)		CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q9372.md	Сыма Цянь	c6c5a1070cbe147167cf3913e78074f41001a29e889f7408674974b731d6d81a	824	s	donor	excerpt-017.txt		tail	5	11-15	0.2871		5	437
